lag,period,horizon,target_pct,target_label,n,target_hits,target_hit_rate,target_hit_wilson_lower_95,target_hit_wilson_upper_95,mean_realized_return,median_realized_return,entry_dates,codes,events,retention_vs_parent_crosses
6,year_2025,T+20,14,target_14pct,3614,1065,0.2946873270614278,0.2800477049537965,0.30976297111339235,0.04209453422187156,0.03523587611229595,221,1569,18873,0.33487703609070585
6,year_2025,T+20,15,target_15pct,3614,976,0.27006087437742116,0.255835076325776,0.2847749935014934,0.043075218914305165,0.034566753140858,221,1569,18873,0.33487703609070585
6,year_2025,T+20,16,target_16pct,3614,884,0.2446043165467626,0.23086570645516544,0.258885309730839,0.04395838209164194,0.03405927493686989,221,1569,18873,0.33487703609070585
6,year_2025,T+20,17,target_17pct,3614,799,0.2210846707249585,0.20785513266261157,0.23490654048526755,0.04441428058254065,0.03350093151668865,221,1569,18873,0.33487703609070585
6,year_2025,T+20,18,target_18pct,3614,719,0.19894853348090757,0.18625563789865296,0.21228077121334354,0.04471917276122562,0.03307801046993475,221,1569,18873,0.33487703609070585
6,year_2025,T+20,19,target_19pct,3614,658,0.18206972883231876,0.16982778269054138,0.19498686259409465,0.0450971534502879,0.032799692622950904,221,1569,18873,0.33487703609070585
6,year_2025,T+20,20,target_20pct,3614,602,0.16657443276148312,0.15478191614579273,0.17907504431372545,0.04562887474471457,0.0326864962381741,221,1569,18873,0.33487703609070585
6,year_2026,T+20,1,target_1pct,3148,2661,0.8452986022871665,0.8322458788813949,0.8575095961399387,-0.01053820798589904,0.01,132,1469,18873,0.33487703609070585
6,year_2026,T+20,2,target_2pct,3148,2435,0.7735069885641678,0.7585570257198905,0.787790227263889,-0.010702447099193433,0.02,132,1469,18873,0.33487703609070585
6,year_2026,T+20,3,target_3pct,3148,2217,0.7042566709021602,0.6880727953657285,0.7199426328207642,-0.010816283244913547,0.03,132,1469,18873,0.33487703609070585
6,year_2026,T+20,4,target_4pct,3148,2038,0.6473951715374842,0.6305342956392975,0.663896744296212,-0.010287336236315595,0.04,132,1469,18873,0.33487703609070585
6,year_2026,T+20,5,target_5pct,3148,1846,0.5864040660736975,0.5691050808560878,0.603492425313004,-0.010887179172625893,0.05,132,1469,18873,0.33487703609070585
6,year_2026,T+20,6,target_6pct,3148,1674,0.5317662007623888,0.5143067388143466,0.5491482266889958,-0.010897278115331486,0.06,132,1469,18873,0.33487703609070585
6,year_2026,T+20,7,target_7pct,3148,1533,0.4869758576874206,0.46954168204032043,0.5044417821033091,-0.011030771386766721,0.03817525880481487,132,1469,18873,0.33487703609070585
6,year_2026,T+20,8,target_8pct,3148,1387,0.44059720457433293,0.4233371214284946,0.45800209308025486,-0.011471956024031442,0.015060367921795104,132,1469,18873,0.33487703609070585
6,year_2026,T+20,9,target_9pct,3148,1258,0.39961880559085133,0.382640155016528,0.4168421539929095,-0.011683565119867288,0.0055345940829972795,132,1469,18873,0.33487703609070585
6,year_2026,T+20,10,target_10pct,3148,1133,0.3599110546378653,0.34332410994225543,0.3768394921880039,-0.012358404032100425,-0.0025044918365753066,132,1469,18873,0.33487703609070585
6,year_2026,T+20,11,target_11pct,3148,1036,0.3290978398983482,0.31290020730672197,0.34571207828529515,-0.01239444545375886,-0.006039070865911822,132,1469,18873,0.33487703609070585
6,year_2026,T+20,12,target_12pct,3148,958,0.30432020330368487,0.2884932955791483,0.3206241169202615,-0.011700090274116785,-0.008883286283282776,132,1469,18873,0.33487703609070585
6,year_2026,T+20,13,target_13pct,3148,872,0.2770012706480305,0.2616470201385007,0.29289912202803453,-0.011915210922902568,-0.01248376623376618,132,1469,18873,0.33487703609070585
6,year_2026,T+20,14,target_14pct,3148,792,0.25158831003811943,0.2367388703136235,0.2670432994502377,-0.011883753757775733,-0.014158879511969036,132,1469,18873,0.33487703609070585
6,year_2026,T+20,15,target_15pct,3148,711,0.22585768742058449,0.21158971930674275,0.24079392839941102,-0.012113791218563031,-0.015691974464204284,132,1469,18873,0.33487703609070585
6,year_2026,T+20,16,target_16pct,3148,653,0.207433290978399,0.1936297038496396,0.22195006386457553,-0.012056324779001482,-0.0166071808807276,132,1469,18873,0.33487703609070585
6,year_2026,T+20,17,target_17pct,3148,586,0.18614993646759848,0.17293839915627612,0.2001265416706995,-0.013106763555444288,-0.018899505458617127,132,1469,18873,0.33487703609070585
6,year_2026,T+20,18,target_18pct,3148,542,0.1721728081321474,0.1593860012527464,0.18575875475275844,-0.012961946584015971,-0.019736086489725635,132,1469,18873,0.33487703609070585
6,year_2026,T+20,19,target_19pct,3148,496,0.15756035578144853,0.14525148595609913,0.17070398591786817,-0.013026537895421896,-0.020998405231315576,132,1469,18873,0.33487703609070585
6,year_2026,T+20,20,target_20pct,3148,451,0.14326556543837357,0.13146147565267102,0.15593926174479214,-0.013393246938513084,-0.021773566447599424,132,1469,18873,0.33487703609070585
7,full_period,T+20,1,target_1pct,18250,16051,0.8795068493150685,0.874703720753917,0.8841502401569742,-0.0040881741493168375,0.01,1159,2368,18729,0.3323219418716065
7,full_period,T+20,2,target_2pct,18250,14937,0.8184657534246575,0.8128064411862667,0.823991020669653,-0.0013171537141993253,0.02,1159,2368,18729,0.3323219418716065
7,full_period,T+20,3,target_3pct,18250,13803,0.7563287671232877,0.7500467633923633,0.762502879856431,0.0007192092664179558,0.03,1159,2368,18729,0.3323219418716065
7,full_period,T+20,4,target_4pct,18250,12623,0.6916712328767123,0.6849313748842287,0.698330414787486,0.002099947214724404,0.04,1159,2368,18729,0.3323219418716065
7,full_period,T+20,5,target_5pct,18250,11512,0.6307945205479452,0.6237659904580268,0.6377679980915396,0.003257269959407489,0.05,1159,2368,18729,0.3323219418716065
7,full_period,T+20,6,target_6pct,18250,10457,0.5729863013698631,0.5657950977125116,0.5801467844609375,0.004602771547744104,0.06,1159,2368,18729,0.3323219418716065
7,full_period,T+20,7,target_7pct,18250,9495,0.5202739726027398,0.5130221478704401,0.5275172638444069,0.005413662865824314,0.07,1159,2368,18729,0.3323219418716065
7,full_period,T+20,8,target_8pct,18250,8634,0.4730958904109589,0.4658585364739464,0.48034456852067564,0.0063552346147935776,0.03924781907472075,1159,2368,18729,0.3323219418716065
7,full_period,T+20,9,target_9pct,18250,7854,0.43035616438356167,0.42318799182646405,0.43755365063415647,0.007066871967025762,0.026450653723380957,1159,2368,18729,0.3323219418716065
7,full_period,T+20,10,target_10pct,18250,7123,0.3903013698630137,0.38324762433093784,0.39740128849845807,0.007585569973783617,0.018585201784041216,1159,2368,18729,0.3323219418716065
7,full_period,T+20,11,target_11pct,18250,6497,0.356,0.34908404600683907,0.36297656484014007,0.008412001051074753,0.014823971066245445,1159,2368,18729,0.3323219418716065
7,full_period,T+20,12,target_12pct,18250,5919,0.3243287671232877,0.31757454887808756,0.33115692691164433,0.008912128043133254,0.01145624481865759,1159,2368,18729,0.3323219418716065
7,full_period,T+20,13,target_13pct,18250,5407,0.29627397260273974,0.2896925995727995,0.30294109568179284,0.009527685129530672,0.009544316277939835,1159,2368,18729,0.3323219418716065
7,full_period,T+20,14,target_14pct,18250,4927,0.269972602739726,0.2635804975332814,0.27646152846961763,0.010061464314054374,0.0077282829104279305,1159,2368,18729,0.3323219418716065
7,full_period,T+20,15,target_15pct,18250,4488,0.24591780821917808,0.23972388292818195,0.25221867890493926,0.0105086373733261,0.006402731905159498,1159,2368,18729,0.3323219418716065
7,full_period,T+20,16,target_16pct,18250,4114,0.22542465753424656,0.21942022989122978,0.23154465631661372,0.01096548956977696,0.00556944769212897,1159,2368,18729,0.3323219418716065
7,full_period,T+20,17,target_17pct,18250,3766,0.20635616438356164,0.2005467945733903,0.21228913142697553,0.011292653306053913,0.004626953543138579,1159,2368,18729,0.3323219418716065
7,full_period,T+20,18,target_18pct,18250,3454,0.18926027397260273,0.1836426640529619,0.1950086769338033,0.01151509979642479,0.004088391721494333,1159,2368,18729,0.3323219418716065
7,full_period,T+20,19,target_19pct,18250,3190,0.1747945205479452,0.16935288790081698,0.18037303499751692,0.011875864176228029,0.00366199895893915,1159,2368,18729,0.3323219418716065
7,full_period,T+20,20,target_20pct,18250,2909,0.1593972602739726,0.15415821036196675,0.16477967282860506,0.011949328169813332,0.003091197492642306,1159,2368,18729,0.3323219418716065
7,selection_2021_2023,T+20,1,target_1pct,8546,7497,0.877252515796864,0.8701251673276593,0.8840408513737865,-0.003941680850115018,0.01,628,1681,18729,0.3323219418716065
7,selection_2021_2023,T+20,2,target_2pct,8546,6938,0.8118417973320852,0.8034158434104541,0.8199875188225958,-0.001514433122316615,0.02,628,1681,18729,0.3323219418716065
7,selection_2021_2023,T+20,3,target_3pct,8546,6399,0.7487713550198923,0.7394652848700812,0.7578538701421005,0.0005384140934647383,0.03,628,1681,18729,0.3323219418716065
7,selection_2021_2023,T+20,4,target_4pct,8546,5799,0.6785630704423122,0.668582859301559,0.6883828182847954,0.0014508669211738387,0.04,628,1681,18729,0.3323219418716065
7,selection_2021_2023,T+20,5,target_5pct,8546,5252,0.6145565176690849,0.6041882762516151,0.6248218144148598,0.002228614180663256,0.05,628,1681,18729,0.3323219418716065
7,selection_2021_2023,T+20,6,target_6pct,8546,4763,0.5573367657383571,0.5467823236772246,0.5678396828872011,0.003331448711713224,0.06,628,1681,18729,0.3323219418716065
7,selection_2021_2023,T+20,7,target_7pct,8546,4295,0.5025743037678446,0.4919747231409972,0.5131715710312831,0.0038097710158812885,0.07,628,1681,18729,0.3323219418716065
7,selection_2021_2023,T+20,8,target_8pct,8546,3884,0.4544816288322022,0.4439475070699398,0.4650566550656488,0.004352290694791807,0.02862565802542716,628,1681,18729,0.3323219418716065
7,selection_2021_2023,T+20,9,target_9pct,8546,3517,0.411537561432249,0.40114586828891174,0.42200875015454575,0.00497865583179909,0.017891635292191954,628,1681,18729,0.3323219418716065
7,selection_2021_2023,T+20,10,target_10pct,8546,3156,0.36929557687807163,0.35912410334229294,0.37958450618329176,0.0050108881247861396,0.011883105722300225,628,1681,18729,0.3323219418716065
7,selection_2021_2023,T+20,11,target_11pct,8546,2865,0.33524455885794524,0.32531165929450007,0.3453255136795583,0.005721249656595754,0.008401274288073357,628,1681,18729,0.3323219418716065
7,selection_2021_2023,T+20,12,target_12pct,8546,2605,0.3048209688743272,0.295150564950732,0.3146667678054679,0.005966179984530362,0.005277367825053725,628,1681,18729,0.3323219418716065
7,selection_2021_2023,T+20,13,target_13pct,8546,2363,0.2765036274280365,0.2671227024808905,0.2860853943802257,0.006642339739896125,0.003826139525931249,628,1681,18729,0.3323219418716065
7,selection_2021_2023,T+20,14,target_14pct,8546,2116,0.24760121694359935,0.2385648406089301,0.2568644080452204,0.006835651743671607,0.0018514710921819777,628,1681,18729,0.3323219418716065
7,selection_2021_2023,T+20,15,target_15pct,8546,1902,0.22256026211092908,0.2138667681231168,0.2315030735824886,0.007005733598487802,0.0007927171818856715,628,1681,18729,0.3323219418716065
7,selection_2021_2023,T+20,16,target_16pct,8546,1728,0.20219985958343084,0.1938189901979847,0.21084834305413075,0.007309150970182847,0.0,628,1681,18729,0.3323219418716065
7,selection_2021_2023,T+20,17,target_17pct,8546,1574,0.1841797332085186,0.17610375392867164,0.19253952011748146,0.007718712554915303,-0.00024104593478535552,628,1681,18729,0.3323219418716065
7,selection_2021_2023,T+20,18,target_18pct,8546,1427,0.16697870348701147,0.15922130561824893,0.17503536645857645,0.007849249547348539,-0.0007790909129905543,628,1681,18729,0.3323219418716065
7,selection_2021_2023,T+20,19,target_19pct,8546,1300,0.15211794991809033,0.14466002041029805,0.1598884989447272,0.007968210606070355,-0.0013336035989133244,628,1681,18729,0.3323219418716065
7,selection_2021_2023,T+20,20,target_20pct,8546,1156,0.1352679616194711,0.1281803696283659,0.1426833151444608,0.007891796145768877,-0.001963810138758626,628,1681,18729,0.3323219418716065
7,audit_2024_present,T+20,1,target_1pct,9704,8554,0.8814921681780709,0.8749099272884703,0.8877724798904849,-0.004217186075839792,0.01,531,2124,18729,0.3323219418716065
7,audit_2024_present,T+20,2,target_2pct,9704,7999,0.8242992580379225,0.8165993483898352,0.8317425034178828,-0.0011434160986005667,0.02,531,2124,18729,0.3323219418716065
