lag,period,horizon,target_pct,target_label,n,target_hits,target_hit_rate,target_hit_wilson_lower_95,target_hit_wilson_upper_95,mean_target_zero_return,entry_dates,codes,events,retention_vs_parent_crosses
0,full_period,T+3,2,target_2pct,20114,11269,0.560256537734911,0.5533860575191569,0.5671040053909716,0.011205130754698221,1170,2523,20135,0.35730763770584895
0,full_period,T+3,3,target_3pct,20114,8896,0.44227900964502337,0.4354268958533468,0.4491531676461092,0.013268370289350701,1170,2523,20135,0.35730763770584895
0,full_period,T+3,4,target_4pct,20114,6956,0.3458287759769315,0.3392854823159263,0.35243094913266404,0.01383315103907726,1170,2523,20135,0.35730763770584895
0,full_period,T+3,5,target_5pct,20114,5464,0.27165158596002786,0.265548348650042,0.27784203175736705,0.013582579298001394,1170,2523,20135,0.35730763770584895
0,full_period,T+3,6,target_6pct,20114,4264,0.21199164760863082,0.2063984352775256,0.2176948531396573,0.012719498856517849,1170,2523,20135,0.35730763770584895
0,full_period,T+3,7,target_7pct,20114,3390,0.16853932584269662,0.16342929956822622,0.1737759401827419,0.011797752808988765,1170,2523,20135,0.35730763770584895
0,full_period,T+3,8,target_8pct,20114,2722,0.1353286268270856,0.13067074802749443,0.14012577718224772,0.010826290146166848,1170,2523,20135,0.35730763770584895
0,full_period,T+3,9,target_9pct,20114,2191,0.10892910410659243,0.10469793197068408,0.113309630033383,0.009803619369593319,1170,2523,20135,0.35730763770584895
0,full_period,T+3,10,target_10pct,20114,1757,0.08735209306950383,0.083528396450535,0.09133338395040025,0.008735209306950383,1170,2523,20135,0.35730763770584895
0,full_period,T+3,11,target_11pct,20114,1459,0.07253654171224024,0.06903303883465813,0.07620329705537096,0.007979019588346426,1170,2523,20135,0.35730763770584895
0,full_period,T+3,12,target_12pct,20114,1206,0.05995823804315402,0.05676051391100721,0.06332401841774916,0.007194988565178482,1170,2523,20135,0.35730763770584895
0,full_period,T+3,13,target_13pct,20114,993,0.04936859898578105,0.046459791480758204,0.05244950701973301,0.006417917868151536,1170,2523,20135,0.35730763770584895
0,full_period,T+3,14,target_14pct,20114,812,0.04036989161777866,0.037736387266080064,0.04317893319255203,0.005651784826489013,1170,2523,20135,0.35730763770584895
0,full_period,T+3,15,target_15pct,20114,659,0.03276324947797554,0.03039090892704904,0.03531403230282922,0.004914487421696331,1170,2523,20135,0.35730763770584895
0,full_period,T+3,16,target_16pct,20114,533,0.026498955951078852,0.02436806900346284,0.028810677567441663,0.004239832952172617,1170,2523,20135,0.35730763770584895
0,full_period,T+3,17,target_17pct,20114,436,0.021676444267674257,0.01975337393053946,0.023782191037821754,0.003684995525504624,1170,2523,20135,0.35730763770584895
0,full_period,T+3,18,target_18pct,20114,356,0.017699115044247787,0.01596682351641035,0.01961560198593578,0.0031858407079646016,1170,2523,20135,0.35730763770584895
0,full_period,T+3,19,target_19pct,20114,297,0.014765834741970766,0.013189193383147352,0.01652779176301266,0.0028055086009744455,1170,2523,20135,0.35730763770584895
0,full_period,T+3,20,target_20pct,20114,240,0.011931987670279408,0.010521866774316477,0.01352850650230779,0.0023863975340558817,1170,2523,20135,0.35730763770584895
0,full_period,T+4,1,target_1pct,20114,14769,0.7342646912598191,0.7281157679396556,0.7403241466086329,0.007342646912598191,1170,2523,20135,0.35730763770584895
0,full_period,T+4,2,target_2pct,20114,12246,0.6088296708760068,0.6020651884397761,0.6155525901990616,0.012176593417520136,1170,2523,20135,0.35730763770584895
0,full_period,T+4,3,target_3pct,20114,9874,0.49090185940141196,0.483995419251701,0.4978117742197894,0.014727055782042357,1170,2523,20135,0.35730763770584895
0,full_period,T+4,4,target_4pct,20114,7948,0.3951476583474197,0.38841195987427185,0.40192340095290546,0.01580590633389679,1170,2523,20135,0.35730763770584895
0,full_period,T+4,5,target_5pct,20114,6390,0.3176891717211892,0.31129023643544823,0.3241577332910854,0.015884458586059462,1170,2523,20135,0.35730763770584895
0,full_period,T+4,6,target_6pct,20114,5100,0.2535547379934374,0.24758987320889062,0.2596137226281498,0.015213284279606245,1170,2523,20135,0.35730763770584895
